seed,mode,sec_idx,sec_mean,sec_var,equil_price,total_demand,supply,excess,tat_iters,converged
1,independent,6,7.907662486786521,7.907662486786521,47,0,20,-20,500,false
1,independent,19,4.127620475446891,4.127620475446891,19,0,20,-20,500,false
1,independent,7,1.785277440214681,1.785277440214681,7,0,20,-20,500,false
1,independent,5,7.226715587807993,7.226715587807993,42,0,20,-20,500,false
1,independent,20,8.003338427672418,8.003338427672418,47,0,20,-20,500,false
1,independent,13,2.7866881867022952,2.7866881867022952,13,0,20,-20,500,false
1,independent,17,8.223046389311413,8.223046389311413,48,120,20,100,500,false
1,independent,9,8.563457233738736,8.563457233738736,60,0,20,-20,500,false
1,independent,12,4.129631629352298,4.129631629352298,19,20,20,0,500,false
2,correlated,6,8.950184965058941,8.950184965058941,55,20,20,0,500,false
2,correlated,10,3.5166808552901534,3.5166808552901534,12,40,20,20,500,false
2,correlated,16,9.573489960983029,9.573489960983029,78,20,20,0,500,false
2,correlated,14,4.5588812192132036,4.5588812192132036,16,0,20,-20,500,false
2,correlated,2,7.4988396093301795,7.4988396093301795,33,20,20,0,500,false
2,correlated,3,4.17269413803789,4.17269413803789,15,0,20,-20,500,false
2,correlated,5,4.236596662564784,4.236596662564784,15,0,20,-20,500,false
2,correlated,9,4.851589829008752,4.851589829008752,17,0,20,-20,500,false
2,correlated,18,8.883093449205049,8.883093449205049,54,20,20,0,500,false
2,correlated,11,7.1804219873528785,7.1804219873528785,30,20,20,0,500,false
2,correlated,15,5.591349122104238,5.591349122104238,20,0,20,-20,500,false
2,correlated,20,6.2169690357384075,6.2169690357384075,22,40,20,20,500,false
2,correlated,13,7.369419985921876,7.369419985921876,32,20,20,0,500,false
2,correlated,7,5.949046593688786,5.949046593688786,21,20,20,0,500,false
2,correlated,1,9.09011253392449,9.09011253392449,61,20,20,0,500,false
2,correlated,19,6.224410360084673,6.224410360084673,23,0,20,-20,500,false
2,correlated,4,3.0744368098777777,3.0744368098777777,12,0,20,-20,500,false
2,correlated,12,5.922852458824572,5.922852458824572,20,100,20,80,500,false
2,correlated,8,8.729178977963514,8.729178977963514,52,20,20,0,500,false
2,correlated,17,5.680389517226875,5.680389517226875,21,0,20,-20,500,false
2,independent,6,8.950184965058941,8.950184965058941,57,40,20,20,500,false
2,independent,10,3.5166808552901534,3.5166808552901534,12,0,20,-20,500,false
2,independent,16,9.573489960983029,9.573489960983029,105,20,20,0,500,false
2,independent,14,4.5588812192132036,4.5588812192132036,15,0,20,-20,500,false
2,independent,2,7.4988396093301795,7.4988396093301795,35,0,20,-20,500,false
2,independent,3,4.17269413803789,4.17269413803789,13,100,20,80,500,false
2,independent,5,4.236596662564784,4.236596662564784,16,0,20,-20,500,false
2,independent,9,4.851589829008752,4.851589829008752,16,0,20,-20,500,false
2,independent,18,8.883093449205049,8.883093449205049,57,0,20,-20,500,false
2,independent,11,7.1804219873528785,7.1804219873528785,33,0,20,-20,500,false
2,independent,15,5.591349122104238,5.591349122104238,27,0,20,-20,500,false
2,independent,20,6.2169690357384075,6.2169690357384075,24,0,20,-20,500,false
2,independent,13,7.369419985921876,7.369419985921876,32,80,20,60,500,false
2,independent,7,5.949046593688786,5.949046593688786,22,0,20,-20,500,false
2,independent,1,9.09011253392449,9.09011253392449,61,20,20,0,500,false
